1.0000	0.0000	0.0000
0.9977	0.0000	0.0004
0.9937	0.0000	0.0012
0.9892	0.0000	0.0020
0.9837	0.0000	0.0030
0.9772	0.0000	0.0042
0.9694	0.0000	0.0056
0.9598	0.0000	0.0073
0.9483	0.0000	0.0093
0.9350	0.0000	0.0116
0.9203	0.0000	0.0141
0.9048	0.0000	0.0167
0.8887	0.0000	0.0194
0.8724	0.0000	0.0220
0.8559	0.0000	0.0246
0.8394	0.0000	0.0271
0.8228	0.0000	0.0296
0.8062	0.0000	0.0321
0.7896	0.0000	0.0345
0.7730	0.0000	0.0369
0.7563	0.0000	0.0392
0.7397	0.0000	0.0414
0.7230	0.0000	0.0436
0.7064	0.0000	0.0458
0.6898	0.0000	0.0479
0.6731	0.0000	0.0499
0.6565	0.0000	0.0519
0.6398	0.0000	0.0538
0.6232	0.0000	0.0557
0.6066	0.0000	0.0575
0.5899	0.0000	0.0593
0.5733	0.0000	0.0610
0.5567	0.0000	0.0626
0.5401	0.0000	0.0641
0.5235	0.0000	0.0656
0.5069	0.0000	0.0670
0.4903	0.0000	0.0684
0.4737	0.0000	0.0696
0.4572	0.0000	0.0708
0.4407	0.0000	0.0719
0.4242	0.0000	0.0729
0.4077	0.0000	0.0738
0.3913	0.0000	0.0746
0.3749	0.0000	0.0753
0.3586	0.0000	0.0759
0.3424	0.0000	0.0763
0.3262	0.0000	0.0766
0.3100	0.0000	0.0768
0.2939	0.0000	0.0768
0.2778	0.0000	0.0767
0.2618	0.0000	0.0764
0.2459	0.0000	0.0759
0.2300	0.0000	0.0753
0.2143	0.0000	0.0745
0.1988	0.0000	0.0735
0.1835	0.0000	0.0722
0.1685	0.0000	0.0708
0.1538	0.0000	0.0691
0.1394	0.0000	0.0671
0.1255	0.0000	0.0649
0.1120	0.0000	0.0623
0.0990	0.0000	0.0594
0.0866	0.0000	0.0562
0.0750	0.0000	0.0527
0.0642	0.0000	0.0491
0.0544	0.0000	0.0454
0.0457	0.0000	0.0416
0.0381	0.0000	0.0380
0.0315	0.0000	0.0344
0.0258	0.0000	0.0311
0.0209	0.0000	0.0279
0.0168	0.0000	0.0248
0.0133	0.0000	0.0219
0.0103	0.0000	0.0192
0.0077	0.0000	0.0165
0.0055	0.0000	0.0139
0.0038	0.0000	0.0114
0.0023	0.0000	0.0089
0.0013	0.0000	0.0065
0.0005	0.0000	0.0041
0.0001	0.0000	0.0018
0.0000	0.0000	-0.0005
0.0002	0.0000	-0.0027
0.0009	0.0000	-0.0050
0.0019	0.0000	-0.0072
0.0033	0.0000	-0.0094
0.0052	0.0000	-0.0114
0.0075	0.0000	-0.0133
0.0102	0.0000	-0.0151
0.0133	0.0000	-0.0169
0.0168	0.0000	-0.0185
0.0209	0.0000	-0.0201
0.0257	0.0000	-0.0217
0.0312	0.0000	-0.0233
0.0377	0.0000	-0.0249
0.0453	0.0000	-0.0264
0.0543	0.0000	-0.0281
0.0648	0.0000	-0.0297
0.0769	0.0000	-0.0313
0.0903	0.0000	-0.0328
0.1048	0.0000	-0.0343
0.1200	0.0000	-0.0357
0.1356	0.0000	-0.0370
0.1516	0.0000	-0.0381
0.1676	0.0000	-0.0392
0.1837	0.0000	-0.0401
0.1999	0.0000	-0.0408
0.2160	0.0000	-0.0415
0.2322	0.0000	-0.0419
0.2485	0.0000	-0.0423
0.2649	0.0000	-0.0425
0.2813	0.0000	-0.0426
0.2978	0.0000	-0.0426
0.3144	0.0000	-0.0425
0.3310	0.0000	-0.0423
0.3476	0.0000	-0.0421
0.3643	0.0000	-0.0418
0.3810	0.0000	-0.0414
0.3978	0.0000	-0.0410
0.4145	0.0000	-0.0405
0.4312	0.0000	-0.0400
0.4480	0.0000	-0.0394
0.4647	0.0000	-0.0387
0.4815	0.0000	-0.0380
0.4983	0.0000	-0.0372
0.5151	0.0000	-0.0364
0.5319	0.0000	-0.0355
0.5488	0.0000	-0.0346
0.5656	0.0000	-0.0336
0.5825	0.0000	-0.0327
0.5994	0.0000	-0.0316
0.6163	0.0000	-0.0306
0.6332	0.0000	-0.0295
0.6501	0.0000	-0.0284
0.6670	0.0000	-0.0273
0.6839	0.0000	-0.0261
0.7008	0.0000	-0.0249
0.7177	0.0000	-0.0237
0.7347	0.0000	-0.0225
0.7516	0.0000	-0.0212
0.7685	0.0000	-0.0199
0.7854	0.0000	-0.0186
0.8024	0.0000	-0.0173
0.8193	0.0000	-0.0159
0.8362	0.0000	-0.0146
0.8530	0.0000	-0.0132
0.8699	0.0000	-0.0118
0.8865	0.0000	-0.0104
0.9029	0.0000	-0.0089
0.9189	0.0000	-0.0075
0.9339	0.0000	-0.0062
0.9474	0.0000	-0.0050
0.9591	0.0000	-0.0039
0.9689	0.0000	-0.0030
0.9769	0.0000	-0.0022
0.9835	0.0000	-0.0016
0.9890	0.0000	-0.0011
0.9937	0.0000	-0.0006
0.9976	0.0000	-0.0002
1.0000	0.0000	0.0000
